video_id,publishedAt,channelId,title,description,thumbnails.default.url,thumbnails.default.width,thumbnails.default.height,thumbnails.medium.url,thumbnails.medium.width,thumbnails.medium.height,thumbnails.high.url,thumbnails.high.width,thumbnails.high.height,channelTitle,liveBroadcastContent,publishTime
Rq0toUGxuS0,2020-10-19T08:07:48Z,UCGN9JsnkvK05v2lnTI_-uGA,"Masayoshi Son, Orang Kuat yang Dorong Merger Grab &amp; Gojek",Berita lainnya Terungkap! Keberadaan Kapal Selam RI yang Sempat 'Menghilang' https://bit.ly/3m4ugYP Rencana merger dua raksasa teknologi di indonesia ...,https://i.ytimg.com/vi/Rq0toUGxuS0/default.jpg,120,90,https://i.ytimg.com/vi/Rq0toUGxuS0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Rq0toUGxuS0/hqdefault.jpg,480,360,CNBC Indonesia,none,2020-10-19T08:07:48Z
z_HIlsmlPsY,2020-08-22T17:11:10Z,UCgWbR0oBtzJYuhJoCaoLJNQ,RAHASIA GOJEK GOPARTNER AGAR GACOR | Segera Lengkapi Dan Isi Kolom Pengaturan Di Akun Gojek,Berikut adalah cara kerja sistem algoritma aplikasi gojek untuk bisa mendapatkan orderan: 1. Kecepatan dalam berkendara Gojek akan menilai kecepatan ...,https://i.ytimg.com/vi/z_HIlsmlPsY/default.jpg,120,90,https://i.ytimg.com/vi/z_HIlsmlPsY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/z_HIlsmlPsY/hqdefault.jpg,480,360,Gass Premium,none,2020-08-22T17:11:10Z
KPPcoozQeEU,2020-07-11T15:35:00Z,UCEnsYtTLNOxcrBYKA2z796w,CARA SETTING GOJEK DRIVER ORIGINAL DI HP POLOSAN AUTO GACOR,Beberapa settingan wajib sebelum melakukan onbid di aplikasi gojek driver agar untuk memudahkan mendapatkan order dari pelanggan #setting_gojek_driver ...,https://i.ytimg.com/vi/KPPcoozQeEU/default.jpg,120,90,https://i.ytimg.com/vi/KPPcoozQeEU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KPPcoozQeEU/hqdefault.jpg,480,360,PECANDU ANDROID,none,2020-07-11T15:35:00Z
hx7SEB8YdDg,2020-07-25T09:31:58Z,UCEnsYtTLNOxcrBYKA2z796w,CARA MENGATASI LOKASI TIDAK TERDETEKSI  DI APLIKASI GOJEK DRIVER PADA SAAT NITIK BERHASIL 100%.,Cara mengatasi akurasi low..atau tidak terdeteksi pada saat pasang titik di aplikasi gojek driver versi terbaru. hal itu disebabkan oleh versi aplikasi layanan ...,https://i.ytimg.com/vi/hx7SEB8YdDg/default.jpg,120,90,https://i.ytimg.com/vi/hx7SEB8YdDg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hx7SEB8YdDg/hqdefault.jpg,480,360,PECANDU ANDROID,none,2020-07-25T09:31:58Z
6dMpmbP2DZ4,2018-12-19T08:17:32Z,UCBjyytWm3Je_cCFRojlYoow,Gojek Vlog Episode 019 | Dapet Penumpang Syar&#39;i -Assalamu&#39;alaikum Ukhti-,Gojek Vlog Episode 019 | Dapet Penumpang Syar'i -Assalamu'alaikum Ukhti- Hallo bradderXradar :) Tetap di channel Xradar tentunya dimana kalian semua ...,https://i.ytimg.com/vi/6dMpmbP2DZ4/default.jpg,120,90,https://i.ytimg.com/vi/6dMpmbP2DZ4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6dMpmbP2DZ4/hqdefault.jpg,480,360,X RADAR,none,2018-12-19T08:17:32Z
5gSt2CsV1uU,2020-09-28T08:41:21Z,UCn_u-_uyAccD-GkmTfA--qQ,thu nhập gojek,Mình sẽ chia sẻ về thu nhập của một bác tài và các chức năng trên ứng dụng gojek.,https://i.ytimg.com/vi/5gSt2CsV1uU/default.jpg,120,90,https://i.ytimg.com/vi/5gSt2CsV1uU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5gSt2CsV1uU/hqdefault.jpg,480,360,giaitridethoaimai,none,2020-09-28T08:41:21Z
wH3SQe4ZhuM,2020-06-14T08:19:59Z,UCqOcovSB1yJc0dNvVc8zyfw,Penjelasan orang kantor gojek tentang vermuk,"Hey jon.. Video di atas berisi penjelasan gojek tentang vermuk aplikasi gojek. Video diatas admin dapat dari facebook di salah satu grup komunitas ojek online, ...",https://i.ytimg.com/vi/wH3SQe4ZhuM/default.jpg,120,90,https://i.ytimg.com/vi/wH3SQe4ZhuM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wH3SQe4ZhuM/hqdefault.jpg,480,360,Hey Project,none,2020-06-14T08:19:59Z
6kQpd7Sh3cY,2020-09-16T23:06:55Z,UCLn6Gn7QX3iLedzRpXSc2rA,Setting akun gojek gopartner dengan 5 cara biar gacor,Cara setting akun biar gacor.,https://i.ytimg.com/vi/6kQpd7Sh3cY/default.jpg,120,90,https://i.ytimg.com/vi/6kQpd7Sh3cY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6kQpd7Sh3cY/hqdefault.jpg,480,360,Bobo online,none,2020-09-16T23:06:55Z
6KFahUjAvcI,2020-06-29T15:07:05Z,UC05vOOA3ilU3PaYmqdzY3nQ,GOJEK KENAPA YG GACOR MAKIN GACOR DAN KENAPA YG ANYEP TAMBAH NYUNGSEP SEPI INI JAWABAN NYA,gojekgacor #settinggojekgacor #wahyutv.,https://i.ytimg.com/vi/6KFahUjAvcI/default.jpg,120,90,https://i.ytimg.com/vi/6KFahUjAvcI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6KFahUjAvcI/hqdefault.jpg,480,360,Wahyu TV,none,2020-06-29T15:07:05Z
UDLUxdXyMX4,2020-07-02T08:39:36Z,UCNExMDOWzuta93YO9796PRQ,GOJEK GACOR || Cara setting akun gojek yang benar biar gacor terbaru 2020,"Salam satu aspal Di video kali ini kita akan sharing gmn sih cara nye setting hp gojek yg benar, Biar akun kalian itu gampang mendapatkan order, agar akun ...",https://i.ytimg.com/vi/UDLUxdXyMX4/default.jpg,120,90,https://i.ytimg.com/vi/UDLUxdXyMX4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UDLUxdXyMX4/hqdefault.jpg,480,360,Master Ojol ID,none,2020-07-02T08:39:36Z
ADDHBsk4qb8,2020-07-18T11:10:09Z,UCvbtutj0Vo2p4PlYGAuzMfA,#2 Đi lấy đồ Gojek,gojek #ndt #tainguyen #tainguyenndt đi lấy đồ gojek nha mọi người mình được đi lấy sớm nên làm video cho anh em xem Thanks for Watching ! Thanks So ...,https://i.ytimg.com/vi/ADDHBsk4qb8/default.jpg,120,90,https://i.ytimg.com/vi/ADDHBsk4qb8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ADDHBsk4qb8/hqdefault.jpg,480,360,Tai Nguyen NDT,none,2020-07-18T11:10:09Z
UrBmXVhN3cA,2020-10-05T17:57:51Z,UCAINXzVnnem-bV5D2kjgS8A,APLIKASI PENGUAT SINYAL TERBAIK UNTUK OJEK ONLINE GOJEK GRAB GACOR,Hallo guys. . . Assalamu'alaikum Warahmatullahi Wabarakaatuh. . . Di videoo tutorial kali ini saya akan bagian lagi APLIKASI PENGUAT SINYAL TERBAIK ...,https://i.ytimg.com/vi/UrBmXVhN3cA/default.jpg,120,90,https://i.ytimg.com/vi/UrBmXVhN3cA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UrBmXVhN3cA/hqdefault.jpg,480,360,YT Channel By Ferrial,none,2020-10-05T17:57:51Z
4lWvR_LhiMU,2020-08-12T10:27:41Z,UCvcuD_r2rM1t_M-1SKZjEbw,Cara pesan gofood di aplikasi Gojek customer terbaru,"Di video ini di jelas kan cara untuk pesan gofood di aplikasi Gojek customer. Cara yg sangat gampang dan mudah di mengerti. Aplikasi Gojek ,aplikasi gofood ...",https://i.ytimg.com/vi/4lWvR_LhiMU/default.jpg,120,90,https://i.ytimg.com/vi/4lWvR_LhiMU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4lWvR_LhiMU/hqdefault.jpg,480,360,Bon Siburian,none,2020-08-12T10:27:41Z
T745n-XanFo,2020-09-11T16:43:42Z,UCz8kdwNxbWMSF0rx4BOpYPQ,Penyebab akun gopay di blokir pihak gojek dan solusi memperbaikinya,Penyebab akun gopay diblokir akan dijelaskan di video ini.,https://i.ytimg.com/vi/T745n-XanFo/default.jpg,120,90,https://i.ytimg.com/vi/T745n-XanFo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/T745n-XanFo/hqdefault.jpg,480,360,Ranti Melantari,none,2020-09-11T16:43:42Z
zERi5Tsjm_Y,2020-10-17T02:30:05Z,UCeS0Xtauhk3rzcPs-QCDwmA,CARA PASANG J3K SHIELD HELEM GOJEK,"Cara pasang j3k shield pada helem gojek, vidio ini saya buat berdasarkan pengalaman saya saat memasang dan mendapat informasi dari beberapa sumber ...",https://i.ytimg.com/vi/zERi5Tsjm_Y/default.jpg,120,90,https://i.ytimg.com/vi/zERi5Tsjm_Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/zERi5Tsjm_Y/hqdefault.jpg,480,360,explore gojek,none,2020-10-17T02:30:05Z
d19pxs2peOk,2020-10-28T14:24:25Z,UCw4-ZjBLZxy1rFqvg9vQBLg,GOJEK GACOR||Terapi baru agar cepat gacor,GOJEK GACOR||Terapi baru agar cepat gacor #gojekgacor #gopartnergacor #gojekantigagu #terapiakungagu.,https://i.ytimg.com/vi/d19pxs2peOk/default.jpg,120,90,https://i.ytimg.com/vi/d19pxs2peOk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/d19pxs2peOk/hqdefault.jpg,480,360,ZT CROWN,none,2020-10-28T14:24:25Z
woqwsOP5lZE,2020-07-28T23:48:50Z,UCEnsYtTLNOxcrBYKA2z796w,TIPS MEMILIH HANDPHONE ANDROID BUAT OJOL ||TRIK GOJEK GACOR,Tips memilih handphone android untuk kebutuhan ojeq online yang menjadi acuan utamanya yaitu memiliki kemampuan penentu lokasi /gps yg baik.,https://i.ytimg.com/vi/woqwsOP5lZE/default.jpg,120,90,https://i.ytimg.com/vi/woqwsOP5lZE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/woqwsOP5lZE/hqdefault.jpg,480,360,PECANDU ANDROID,none,2020-07-28T23:48:50Z
rucmRKvGrzQ,2018-12-06T08:20:56Z,UCz_vOgeTMz8X-bdHUuI-ShA,Trik Cara Top Up Diamond Super Murah Menggunakan Aplikasi Gojek / GoPay Free Fire Dan Mobile Legends,"Trik Cara Top Up Diamond Super Murah Menggunakan Aplikasi Gojek / GoPay Free Fire Dan Mobile Legends, CARA INI ADALAH RAHASIA PARA PENJUAL ...",https://i.ytimg.com/vi/rucmRKvGrzQ/default.jpg,120,90,https://i.ytimg.com/vi/rucmRKvGrzQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rucmRKvGrzQ/hqdefault.jpg,480,360,Androbot eSports,none,2018-12-06T08:20:56Z
37Iwz2o-vgs,2020-08-28T03:32:20Z,UCbY4w6eLsfvOJ8pjpaJRfpg,Gandakan aplikasi GOJEK versi terbaru 28 agustus 2020,"Cara terbaru menggandakan aplikasi gojek 2020 Aplikasi ringan tanpa menggunakan app clone premium maupun app bangsat, sehingga hasil clone tidak ...",https://i.ytimg.com/vi/37Iwz2o-vgs/default.jpg,120,90,https://i.ytimg.com/vi/37Iwz2o-vgs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/37Iwz2o-vgs/hqdefault.jpg,480,360,Agus Sujono,none,2020-08-28T03:32:20Z
ZzE4BQRBd4M,2020-09-16T03:31:22Z,UCGN9JsnkvK05v2lnTI_-uGA,Jika Grab dan Gojek jadi &quot;Kawin&quot;,Berita lainnya: Siapa Orang Kuat yang Restui Merger Grab dan Gojek? Link: https://bit.ly/3izj3yp Di tengah pandemi Covid-19 isu penggabungan usaha alias ...,https://i.ytimg.com/vi/ZzE4BQRBd4M/default.jpg,120,90,https://i.ytimg.com/vi/ZzE4BQRBd4M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZzE4BQRBd4M/hqdefault.jpg,480,360,CNBC Indonesia,none,2020-09-16T03:31:22Z
SSkudN_7U4w,2018-12-06T06:44:13Z,UC2ilLcjgCNh60FevRx4FRtg,TAWURAN!! GOJEK VS SOPIR BUS TAYO - GTA 5 GOJEK PARODY,"JIKA SUKA KLIK JEMPOL ATAS, KALAU TIDAK BALIK HPMU KLIK JEMPOL BAWAH ▻ Selamat datang di Channel paling Kamvret sepanjang sejarah jangan ...",https://i.ytimg.com/vi/SSkudN_7U4w/default.jpg,120,90,https://i.ytimg.com/vi/SSkudN_7U4w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SSkudN_7U4w/hqdefault.jpg,480,360,Pratama Eriz,none,2018-12-06T06:44:13Z
y9558QdmtHk,2020-08-08T12:23:24Z,UCjeqtjhnBE66g2oJMX7zmoA,Lengkap | Cara Daftar Gojek 2020 !!!,Daftar gojek 2020 #daftargojek #gojek #gojek2020daftar gojek online daftar gojek bandung daftar gojek cirebon daftar gojek sukabumi daftar gojek cianjur ...,https://i.ytimg.com/vi/y9558QdmtHk/default.jpg,120,90,https://i.ytimg.com/vi/y9558QdmtHk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/y9558QdmtHk/hqdefault.jpg,480,360,MISWAN TALK,none,2020-08-08T12:23:24Z
j2wLClIwFM8,2019-10-12T14:52:14Z,UCgn3_VbNSNaXshNPfoa2XQQ,Cara memesan Go-Ride di aplikasi Gojek customer  #Asry_Channel,"Berikut tutorial memesan Goride di aplikasi gojek customer,semoga bermanfaat... terima kasih yang sudah subscribe. tonton juga video lainnya: --Cara ...",https://i.ytimg.com/vi/j2wLClIwFM8/default.jpg,120,90,https://i.ytimg.com/vi/j2wLClIwFM8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/j2wLClIwFM8/hqdefault.jpg,480,360,Asry Channel Official,none,2019-10-12T14:52:14Z
Ji73vNKfao0,2019-07-29T03:45:00Z,UC__8h96Jwsaptaqh227Q9gg,Cara Mengatur PIN Keamanan GOPAY di GOJEK #TutorialGOJEK,Assalamualaikum Wr. Wb. Selamat datang di Channel Tutorial Milenial. ------------------------------------------ Mau Mengamankann Akun GO-PAY di aplikasi GOJEK?,https://i.ytimg.com/vi/Ji73vNKfao0/default.jpg,120,90,https://i.ytimg.com/vi/Ji73vNKfao0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ji73vNKfao0/hqdefault.jpg,480,360,Tutorial Milenial,none,2019-07-29T03:45:00Z
pyX_0e6ExUs,2020-09-09T06:03:38Z,UCVM7aNBKL0zxYTWadRTlLgg,PROMO CASHBACK GOPAY 100% DI GOJEK || BISA SEMUA GAME DITRAKTIR GOJEK !,"Hai guys ini ada lagi info penting, jadi kalian buruan coba cek aplikasi gojek kalian, cek bagian VOUCHER2 nya ini di video aku dapet 2 VOUCHER GRATIS ...",https://i.ytimg.com/vi/pyX_0e6ExUs/default.jpg,120,90,https://i.ytimg.com/vi/pyX_0e6ExUs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pyX_0e6ExUs/hqdefault.jpg,480,360,Fransisco Agustinus,none,2020-09-09T06:03:38Z
dubBAHJxGlU,2020-02-27T10:00:55Z,UCkF8q_qfJnxBsguLfDOPthg,AKU NAIK GOJEK DI 5 NEGARA,Nyobain aplikasi gojek di lima negara. Social media : @vincentrcrd https://www.instagram.com/vincentrcrd https://www.twitter.com/vincentrcrd.,https://i.ytimg.com/vi/dubBAHJxGlU/default.jpg,120,90,https://i.ytimg.com/vi/dubBAHJxGlU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dubBAHJxGlU/hqdefault.jpg,480,360,Vincent Ricardo,none,2020-02-27T10:00:55Z
y_DgFKPOtuo,2020-11-02T07:40:54Z,UCkb6M68JQATlKkaPA8SGOvQ,GO PARTNER GACOR || SETTING OPSI PENGEMBANG SEPERTI INI,Hay guys.. Terima kasih sudah mampir lagi ya.. #GOPARTNERGACOR#GOJEKGACOR#INFOOJOL Tag :gopartner go partner apk go partner gojek go partner ...,https://i.ytimg.com/vi/y_DgFKPOtuo/default.jpg,120,90,https://i.ytimg.com/vi/y_DgFKPOtuo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/y_DgFKPOtuo/hqdefault.jpg,480,360,SLAM YOUTUBE,none,2020-11-02T07:40:54Z
-oIor1pRgac,2020-07-18T11:00:50Z,UCIivtzibPBBZOUuGIStzK5g,GOJEK GACOR VERSI TERBARU 2020 DAN TUTORIAL GOSEND,Video ini menjelaskan alasan berburu orderan gosend dan tutorial akun prioritas gosenf dengan judul GOJEK GACOR VERSI TERBARU 2020 DAN TUTORIAL ...,https://i.ytimg.com/vi/-oIor1pRgac/default.jpg,120,90,https://i.ytimg.com/vi/-oIor1pRgac/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-oIor1pRgac/hqdefault.jpg,480,360,Driver Online Channel,none,2020-07-18T11:00:50Z
QOHq51BxZZ0,2020-10-02T10:52:47Z,UCXCcKa4rYq5RcuqKKUXKqzQ,Gojek Thailand | Review,"Welcome Gojek to THAILAND! Sebagai anak Indonesia sy bangga juga bisa pake applikasi dalam negeri di luar negeri hehehe SUBSCRIBE, SHARE video ini ...",https://i.ytimg.com/vi/QOHq51BxZZ0/default.jpg,120,90,https://i.ytimg.com/vi/QOHq51BxZZ0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QOHq51BxZZ0/hqdefault.jpg,480,360,My Vlog My Adventure,none,2020-10-02T10:52:47Z
SsRtGzbtMcs,2020-10-21T05:16:50Z,UCw4-ZjBLZxy1rFqvg9vQBLg,&quot;Perkawinan&quot; GOJEK DAN GRAB akan terjadi dalam waktu dekat,"Perkawinan"" GOJEK DAN GRAB akan terjadi dalam waktu dekat,Gojek gacor,Gopartner gacor,solusi akun gagu,cara atasi akun gagu,gacor karena ini,mode ...",https://i.ytimg.com/vi/SsRtGzbtMcs/default.jpg,120,90,https://i.ytimg.com/vi/SsRtGzbtMcs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SsRtGzbtMcs/hqdefault.jpg,480,360,ZT CROWN,none,2020-10-21T05:16:50Z
YfAWEIgWWdg,2020-06-22T09:23:39Z,UCqOcovSB1yJc0dNvVc8zyfw,Sistem gojek untuk akun gagu,Hey jon.. Video di atas berisi sistem gojek untuk akun gagu dan tips untuk akun gagu supaya gacor Simak video nya sampai selesai ya Jangan lupa bagikan ...,https://i.ytimg.com/vi/YfAWEIgWWdg/default.jpg,120,90,https://i.ytimg.com/vi/YfAWEIgWWdg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/YfAWEIgWWdg/hqdefault.jpg,480,360,Hey Project,none,2020-06-22T09:23:39Z
J7lunQfAo8A,2020-09-30T12:21:47Z,UC0YKTCku-4JegC3qH1vfCgw,GOJEK VS SATPAM !! Motor ojol di seret di tengah jalan,"GOJEK VS SATPAM !! Motor ojol di seret di tengah jalan Like Comment Subscribe Bagikan juga ya Motor gojek di seret di tengah jalan,ojek online,ojol vs ...",https://i.ytimg.com/vi/J7lunQfAo8A/default.jpg,120,90,https://i.ytimg.com/vi/J7lunQfAo8A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/J7lunQfAo8A/hqdefault.jpg,480,360,Daeng Driver Ojol,none,2020-09-30T12:21:47Z
gqa-oOSz_mU,2020-07-11T12:00:27Z,UCTYp4Y-uxVf0Yqc9pGyDm7g,Get รีแบรนด์เป็น Gojek มาทำความรู้จักกัน,Get #Gojek #Gojek คืออะไร ดูคลิปมือใหม่หัดขับ GrabFood ทั้งหมด ----------------------------------- http://bit.ly/2pwBWf8 ----------------------------------- ดูคลิปมือใหม่หัดขับ ...,https://i.ytimg.com/vi/gqa-oOSz_mU/default.jpg,120,90,https://i.ytimg.com/vi/gqa-oOSz_mU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gqa-oOSz_mU/hqdefault.jpg,480,360,หนึ่ง นะครับ,none,2020-07-11T12:00:27Z
wHMgzcD6Z8E,2020-10-16T13:40:55Z,UCjeqtjhnBE66g2oJMX7zmoA,AKUN GAGU BUKAN SALAH DRIVER !! TIPS GOJEK 2020,penyebab gojek gagu #GOJEK #GOPARTNER #GOJEKANYEP.,https://i.ytimg.com/vi/wHMgzcD6Z8E/default.jpg,120,90,https://i.ytimg.com/vi/wHMgzcD6Z8E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wHMgzcD6Z8E/hqdefault.jpg,480,360,MISWAN TALK,none,2020-10-16T13:40:55Z
1xo57JcsM68,2020-06-25T03:41:16Z,UCqUBA96OsqMgSFvTwLXY9yw,แอปฯ &quot;Gojek&quot; ปลดพนักงาน 9%  I ย่อโลกเศรษฐกิจ  25  มิ.ย. 63,ช่องทางติดตามสถานีข่าว TNN ช่อง16 https://www.tnnthailand.com https://www.youtube.com/tnnthailand/ https://www.facebook.com/TNNthailand/ ...,https://i.ytimg.com/vi/1xo57JcsM68/default.jpg,120,90,https://i.ytimg.com/vi/1xo57JcsM68/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1xo57JcsM68/hqdefault.jpg,480,360,TNN ONLINE,none,2020-06-25T03:41:16Z
JWFpEVff724,2019-09-29T01:00:00Z,UCFezQSPgA5yjU8peqyHB8rw,Kenalan Sama Driver Gojek Pertama di Indonesia | Miss Ojol,"Layanan ojek online dibawah bendera Gojek, sepertinya sudah tidak bisa dipisahkan dari kehidupan masyarakat kota-kota besar di Indonesia. Driver gojek ...",https://i.ytimg.com/vi/JWFpEVff724/default.jpg,120,90,https://i.ytimg.com/vi/JWFpEVff724/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JWFpEVff724/hqdefault.jpg,480,360,ANTV News Plus,none,2019-09-29T01:00:00Z
yes2eXUtqiM,2020-08-24T09:37:40Z,UC6IbXmy2zEeqS7XB0f1z-Uw,Gojek Singapore employees become private-hire drivers,"As part of Community Obsession Week 2019, 10 GoTroops in Gojek Singapore got their Private Hire Car Driver's Vocational Licence (PDVL) and set out to see ...",https://i.ytimg.com/vi/yes2eXUtqiM/default.jpg,120,90,https://i.ytimg.com/vi/yes2eXUtqiM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/yes2eXUtqiM/hqdefault.jpg,480,360,Life at Gojek,none,2020-08-24T09:37:40Z
TRswCY_dHu8,2020-06-25T03:30:04Z,UCKII0Ml9S5wneKbHswmUrIQ,Gojek dan Grab PHK Karyawan,"Live streaming 24 jam: https://www.cnnindonesia.com/tv Ikuti berita terbaru di tahun 2020 dengan kemasan internasional berbahasa Indonesia, dan jangan ...",https://i.ytimg.com/vi/TRswCY_dHu8/default.jpg,120,90,https://i.ytimg.com/vi/TRswCY_dHu8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TRswCY_dHu8/hqdefault.jpg,480,360,CNN Indonesia,none,2020-06-25T03:30:04Z
KKcLLBfXHa8,2020-08-10T18:23:31Z,UCgWbR0oBtzJYuhJoCaoLJNQ,TRIK GOJEK GACOR 2020 | AWALNYA GAK SENGAJA SETELAH DICOBA AUTO GACOR SAMPAI KEWALAHAN,TRIK GOJEK GACOR 2020 | AWALNYA GAK SENGAJA SETELAH DICOBA AUTO GACOR SAMPAI KEWALAHAN. GASS PREMIUM - Gojek Area Sidoarjo ...,https://i.ytimg.com/vi/KKcLLBfXHa8/default.jpg,120,90,https://i.ytimg.com/vi/KKcLLBfXHa8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KKcLLBfXHa8/hqdefault.jpg,480,360,Gass Premium,none,2020-08-10T18:23:31Z
Bt9bGCYWcDo,2020-10-26T14:33:25Z,UCAaAN7ufg7dIEgAW1sClvIA,CARA MENGUBAH AKUN PRIORITAS GOFOOD || GOJEK GACOR,"CARA MENGUBAH AKUN PRIORITAS GOFOOD || GOJEK GACOR gojek gacor,gojek 2020,gojek vermuk,gojek indonesia,gojek anyep orderan,cara akun gojek ...",https://i.ytimg.com/vi/Bt9bGCYWcDo/default.jpg,120,90,https://i.ytimg.com/vi/Bt9bGCYWcDo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Bt9bGCYWcDo/hqdefault.jpg,480,360,Bambang Tv,none,2020-10-26T14:33:25Z
lWW7ivDX9KQ,2020-08-07T04:26:59Z,UCerOjIIwgA4ZbXP7arypy-g,GOJEK BANGKRUT??? nasib driver nya di ujung tanduk,"Isu kebangkrutan gojek menjadi isu hangat di kalangan driver, benarkah isu ini terjadi dan semoga semua driver cerdas menyikapi isu ini!!!!",https://i.ytimg.com/vi/lWW7ivDX9KQ/default.jpg,120,90,https://i.ytimg.com/vi/lWW7ivDX9KQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lWW7ivDX9KQ/hqdefault.jpg,480,360,arsu kagawa 86,none,2020-08-07T04:26:59Z
NoYoR6A4JS4,2020-08-11T00:48:04Z,UCwt8JousPXDmTwHgsAERA_A,🔴CARA MENGISI SALDO GOPAY/GOJEK - Cukup 2 Menit,"oke gays kali ini saya buatkan tutorial cara mengisi saldo gopay, jika kalian suka video ini jangan lupa SHARE ya gays... dan jangan lupa Juga Untuk klik ...",https://i.ytimg.com/vi/NoYoR6A4JS4/default.jpg,120,90,https://i.ytimg.com/vi/NoYoR6A4JS4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/NoYoR6A4JS4/hqdefault.jpg,480,360,WOWW CHANNEL,none,2020-08-11T00:48:04Z
ZxzNCkhNmoA,2019-08-09T01:00:01Z,UCkppv7KWC53pslOG1Pxk4_g,Cara Transfer Saldo GoPay ke Rekening Bank | Tarik Saldo Gojek,"Salah satu fitur menarik dari aplikasi Gojek selain bisa buat order ojek atau taksi secara online adalah bisa transfer saldo Gojek atau GoPay ke rekening bank, ...",https://i.ytimg.com/vi/ZxzNCkhNmoA/default.jpg,120,90,https://i.ytimg.com/vi/ZxzNCkhNmoA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZxzNCkhNmoA/hqdefault.jpg,480,360,Istana Tutorial,none,2019-08-09T01:00:01Z
xciKbM_ldb0,2020-10-30T02:46:02Z,UCQ1mr5sIb3AZ6aNpZFJwOcg,Đặt món Gojek bắt vàng rơi! #Gojek #GoFood #DatGojekBatVangRoi,"Ngồi mát, ăn ngon, trúng vàng. Còn chờ gì mà không Gojek ngay thôi bạn ơi! Từ ngày 29.10.2020 đến 23.12.2020, hãy sưu tầm đủ đơn hàng để có cơ ...",https://i.ytimg.com/vi/xciKbM_ldb0/default.jpg,120,90,https://i.ytimg.com/vi/xciKbM_ldb0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xciKbM_ldb0/hqdefault.jpg,480,360,Gojek Vietnam,none,2020-10-30T02:46:02Z
ldr9zSE49Ec,2020-07-01T12:52:40Z,UCjyZpFvZlyAOSbOau30B3PA,Cara Nuyul Grab/Gojek Tanpa Root by Amar,Food tanpa root https://youtu.be/Kz5jnavElis Gojek Tanpa Root https://youtu.be/sAF-0Pbjq2A Grab Gojek Grabike Grabfood Gofood Goride Gosend Nuyul Tanpa ...,https://i.ytimg.com/vi/ldr9zSE49Ec/default.jpg,120,90,https://i.ytimg.com/vi/ldr9zSE49Ec/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ldr9zSE49Ec/hqdefault.jpg,480,360,Amar ms,none,2020-07-01T12:52:40Z
x4v5tAJ7qQg,2020-10-14T14:00:23Z,UCdkexc6xpLMRzdIBSq0Ue_w,SISTEM BARU: CARA GOJEK MEMBAGIKAN ORDER KEPADA DRIVER!,jawaragojek #gojekindonesia #tipsampuhgacor.,https://i.ytimg.com/vi/x4v5tAJ7qQg/default.jpg,120,90,https://i.ytimg.com/vi/x4v5tAJ7qQg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/x4v5tAJ7qQg/hqdefault.jpg,480,360,bang djuple,none,2020-10-14T14:00:23Z
